req_id,title,department,location,work_location_option,posted_date,url,roles_responsibilities,basic_qualifications,preferred_qualifications
R10233595,Drafter - 1,Tech Support Mult-Func,"Corinne, UT, US",onsite,5/20/2026,https://jobs.northropgrumman.com/careers/job/1340071791345,,,"Desire and passion to generate complete and accurate drawings to support the manufacture of flight hardware.

Excellent verbal and written communication skills.

Strong organizational skills in managing time, projects and resources.

Technical attention to detail.

Primary Level Salary Range: $40,700.00 - $67,900.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10233212,Associate Energetic Engineer/Energetic Engineer – Level 1 or Level 2,Material/Process,"FL,US",onsite,5/20/2026,https://jobs.northropgrumman.com/careers/job/1340071761577,,,"Demonstrated passion for rocketry or spaceflight — active participation in rocketry clubs, launch competitions, aerospace‑focused research, or personal projects.

Additional hands‑on experience beyond the basic requirement, such as a full‑time internship, co‑op, or entry‑level role in a high‑precision manufacturing or assembly environment (aerospace, defense, or related industries).

Proven ability to generate clear, concise technical documentation and deliver effective presentations to multidisciplinary audiences.

Strong attention to detail and a quality‑first mindset, with a track record of identifying discrepancies and driving corrective actions.

Demonstrated problem‑solving skills, including data analysis, root‑cause investigation, and development of practical, safety‑oriented solutions.

Experience leading or contributing to small‑team projects, including planning, execution, and delivery of complete engineering or business life‑cycle initiatives.

Comfortable working autonomously on complex, schedule‑driven projects and adapting quickly to shifting production priorities, including occasional overtime or weekend support.

Curious about all the exciting developments with the Northrop Grumman Space Sector? Click the link below:

https://www.northropgrumman.com/space

Working at Northrop Grumman is more than just a paycheck. We offer a comprehensive Total Rewards and benefits package designed to help you thrive at work and in life. For more information on our Total Rewards package, please visit our Total Rewards site.

Northrop Grumman Total Rewards 

Primary Level Salary Range: $65,800.00 - $118,900.00

Secondary Level Salary Range: $0.00 - $0.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10233347,Business Development Representative,Account Management,"Plymouth, MN, US",onsite,5/20/2026,https://jobs.northropgrumman.com/careers/job/1340071775627,,"Bachelor's Degree (BA/BS) in Business, Engineering, or Marketing plus 2 years of Business Development experience in Defense Industry with exceptional understanding of the DOD market and acquisition processes; or master’s degree.Experience in identifying, pursuing, and capture of contracts with governmentU.S. CitizenshipAbility to obtain and maintain a Government Secret Security ClearanceDemonstrated strategic thinking skills.Excellent interpersonal, written, and oral communication skills.Proficient with MS Office (Word, PowerPoint, Excel) and experience with CRM tools (SalesForce preferred).Must be able to travel as needed (up to 25% of the time).","Master’s degree or MBA.Project Management Professional (PMP) certification.Prior experience with precision munitions highly desired.Proficiency with Shipley Proposal & Capture Methods.

Primary Level Salary Range: $87,600.00 - $131,400.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10233450,HR Business Partner - St Augustine FL,Human Resources Mult-Func,"St. Augustine, FL, US",onsite,5/20/2026,https://jobs.northropgrumman.com/careers/job/1340071784072,,"Bachelor’s degree AND 2 years of Human Resources experienceDemonstrated proficiency in Microsoft Excel and PowerPointAbility to obtain and maintain a DoD Secret clearance and Special Program Access within a reasonable period, as determined by the company to meet business needsMust be willing and able to travel up to 15% of the time","Strong technical competence across one or more HR disciplines:Leadership DevelopmentTalent ManagementEmployee RelationsDemonstrated experience in prioritizing the workday, balancing multiple projects, and working across multiple deadlinesProficiency in WorkdayPrevious HR experience in Aerospace & DefenseCurrent/active DoD clearance

Primary Level Salary Range: $65,500.00 - $98,300.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10233580,Mechanical Technician 2,Tech Support Mult-Func,"Chandler, AZ, US",onsite,5/20/2026,https://jobs.northropgrumman.com/careers/job/1340071788818,,"High School diploma or equivalent and 2 years additional education and/or related experience in mechanical assembly or a related manufacturing field.   

Demonstrated proficiency using hand tools and measuring equipment.

Ability to read and interpret drawings, blueprints, assembly drawings, and related documentation.

Ability to comprehend and perform tasks according to written work instructions.

Experience working with adhesives, bonding processes, or surface preparation techniques.

Basic mechanical aptitude and attention to detail.

Ability to work independently and as part of a team.

Ability to follow safety procedures and maintain quality standards.","Active U.S. Government security clearance of Secret or higher

Experience bonding insulative materials to metal or composite surfaces.

Experience in aerospace, defense, manufacturing, or industrial assembly environments.

Familiarity with composite materials and adhesive curing processes.

Experience using precision measuring instruments such as calipers, micrometers, or gauges.

Ability to interpret complex engineering drawings and specifications.

Experience with lean manufacturing or continuous improvement practices.

Strong organizational and problem-solving skills.

Technical or vocational training in mechanical assembly or manufacturing is preferred

Curious about all the exciting developments with the Northrop Grumman Space Sector? Click the link below:

https://www.northropgrumman.com/space

Working at Northrop Grumman is more than just a paycheck. We offer a comprehensive Total Rewards and benefits package designed to help you thrive at work and in life. For more information on our Total Rewards package, please visit our Total Rewards site. Northrop Grumman Total Rewards 

Primary Level Salary Range: $23.27 - $38.75

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10233465,2026 Associate Manufacturing Engineer/Manufacturing Engineer-Chandler AZ,Material/Process,"Chandler, AZ, US",onsite,5/20/2026,https://jobs.northropgrumman.com/careers/job/1340071784407,"Designs manufacturing processes, procedures and production layouts for assemblies, equipment installation, processing, machining and material handling.  Designs arrangement of machines within plant facilities to ensure most efficient and productive layout. Designs sequence of operations and specifies procedures for the fabrication of tools and equipment and other functions that affect product performance. Adapts machine or equipment design to factory and production conditions. May incorporate inspection and test requirements into the production plan. Inspects performance of machinery, equipment, and tools to verify their efficiency, and investigates and initiates corrective action of problems and deficiencies to ensure product quality. Develops manufacturing processes that are applicable to statistical process control, and may develop those techniques. Provides guidance to engineering regarding design concepts and specification requirements to best utilize equipment and manufacturing techniques. Ensures processes and procedures are in compliance with regulations.

Basic Qualifications for an Associate Manufacturing Engineer: 

Be completing or has completed their Bachelor’s degree from an accredited institutionBe majoring in or having majored in STEMBe able to obtain a U.S. Government security clearance (U.S. citizenship is a pre-requisite)The ability to obtain Special Access Program within a reasonable period of time, as determined by the company to meet its business needs

Basic Qualifications for a Manufacturing Engineer:

Be completing or has completed their Master’s degree from an accredited institutionBe majoring in or having majored in STEMBe able to obtain a U.S. Government security clearance (U.S. citizenship is a pre-requisite)The ability to obtain Special Access Program within a reasonable period of time, as determined by the company to meet its business needs          

Preferred Qualifications for both levels: 

Have an overall cumulative GPA of 3.00/4.0 or higherExperience with Capital Software in a manufacturing setting

campusjobs",,
R10231029,Accountant,Finance and Accounting,"Irving, TX, US; Falls Church, VA, US; Melbourne, FL, US; Bloomington, MN, US; Redondo Beach, CA, US",hybrid,5/20/2026,https://jobs.northropgrumman.com/careers/job/1340071524982,,"Bachelor’s degree in Accounting, Finance, or related discipline with a minimum of 3 years in accounting or finance work experience.

Ability to work from one of our office locations in Irving, TX, Redondo Beach, CA, Bloomington, MN, Falls Church, VA, or Melbourne, FL minimum two days per week and for in person meetings/events.

Understanding of GAAP, accounting practices, and standards and CAS/FAS requirements.

Working knowledge and understanding of ERP systems, especially SAP S/4.

Work effectively with geographically dispersed team and customer.

Strong Microsoft Office (Outlook, PowerPoint, Excel, Word) experience, including the ability to manipulate / analyze data, utilize macros, and summarize data within Excel.","Working knowledge of SAP S/4 and Costpoint general ledger ERP systems.

Experience with Blackline.

Certified Public Accountant.

Big 4 experience.

Primary Level Salary Range: $65,800.00 - $98,800.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10232266,Production Planner Level 1/2,Manufacturing and Production,"Iuka, MS, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071644113,"Plans sequence of fabrication, assembly, installation, and other manufacturing operations relating to specific portion of the product for guidance of production workers

Plans detail operations from blueprints, engineering orders, change notices, and other engineering releases.

Determines the need for tooling and makes recommendations for the design and planning of required tools.

Prepares shop work orders for materials and product processing and coordinates with schedulers to ensure that items are being processed according to specifications and time requirements.

Maintains progress reports, schedules, and other related records.

​","Production Planner Level 1:

High School diploma or equivalent and 0 years of experience

Experience in working with aerospace specifications and drawings.

Experience with Microsoft Office applications.

Ability to obtain and maintain Active U.S. Government Secrete Clearance.

Ability to obtain and maintain Special Program Access (PAR) Clearance.

Production Planner Level 2:

High School diploma or equivalent and 2 years additional education and/or experience in Manufacturing, Production, Planning, Aerospace or Aeronautics.

Experience in working with aerospace specifications and drawings.

Experience with Microsoft Office applications.

Ability to obtain and maintain Active U.S. Government Secrete Clearance.

Ability to obtain and maintain Special Program Access (PAR) Clearance.","Active U.S. Government Clearance

Active Special Program Access

Experience authoring manufacturing procedures.

Pursuing Bachelors STEM Degree

Experience working in an aerospace manufacturing environment.

Experience creating and maintaining MBOMs.

Experience in the areas of composite hand layup, bonding, cure, fastened assembly, subsystems installation, metallic hardware or machining experience.

Functional knowledge of production control systems (SAP/Visual Mfg/etc)

Preference will be given to individuals already accessed to Special Access Programs

Experience in the use of CAD software

Primary Level Salary Range: $38,600.00 - $64,400.00

Secondary Level Salary Range: $45,800.00 - $76,400.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10230736,Embedded Software Engineer – Level 1 or 2,Software,"Rolling Meadows, IL, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071472401,,,
R10233420,Engineer Material Process,Material/Process,"Roy, UT, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071782332,,"• Bachelor's degree in a Science, Technology, Engineering or Mathematics (STEM) discipline from an accredited university and 2 years of experience with Bachelor's degree, 0 years of experience with Master's degree.

• U.S. citizen; able to obtain and maintain DoD Secret and Special Access Program (SAP) clearances.

• Strong written/oral communication for test plans and stakeholder briefings.

• Basic project-management (schedule, risk, resource coordination).

• Proficient reading of technical drawings and 3D models.

• Knowledge of material properties, process controls, failure modes, and traceability/serialized-part control.

• Familiarity with DoD/aerospace standards (e.g., MIL-STD-11991, MIL-STD-3018) and related industries (DOE, automotive/medical device manufacturing, QA).

• Experience with MIL-STD or industry machining, welding, soldering, electronic assembly, cable-harness fabrication, coating/surface-treatment, and cross-disciplinary quality/documentation.

• Willingness to work onsite in manufacturing settings (including clean rooms or hazardous areas).

• Up to 15?% domestic travel for supplier visits, audits, and technical briefings.

These Qualifications Would be Nice to Have:

• Degree in Industrial, Manufacturing, Electrical, Welding, Chemical or Materials Engineering.

• Strong interest in material properties, semiconductors, corrosion, metallurgy, etc.

• Test-plan authoring/review, negotiation, and approval of materials & processes for program-approved lists.

• Hands-on APQP, PPAP, control-plan development.

• Machining expertise with GD&T (ASME?Y14.5-2023/ISO?1101-2023), surface-finish standards (ISO?1302/ASME?B46.1), material specs (ASTM, AISI/SAE, ISO?4949).

• AWS welding certification; soldering/electronic-assembly knowledge (IPC-J-STD-001, IPC-A-610, IPC-2221/2222, MIL-STD-883).

• Cable-harness fabrication standards (IPC/WHMA-A-620, MIL-STD-196).

• Coating-system qualification (ISO?12944-5, ASTM?B117, MIL-PRF-23377, MIL-PRF-32239, MIL-DTL-53022).

• Ability to obtain/maintain DoD Top-Secret.

• Proven oral/written skills; experience presenting to high-value customers; juggle multiple projects.

• High urgency, strong work ethic, agile-environment experience (JIRA).

• Certifications** – ASQ Certified Quality Engineer, Six-Sigma Green/Black Belt, Certified Reliability Engineer (CRE).

Primary Level Salary Range: $72,100.00 - $108,100.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business.",
R10233437,U001 Tool Designer,NGC - Non - NGJF Union,"Elk River, MN, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071783183,,,
R10233491,Production Operator - Level 1,Manufacturing and Production,"Charlotte, NC, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071785836,,"High School diploma or equivalent and 0 years additional education and/or related experience.  

No clearance required to start

Basic computer skills using Microsoft Excel and Word

Effective communication skills with peers, engineering, and management are essential

Ability to communicate in English, verbally and written, in a technical environment

Manual dexterity, strong work ethic, ability to multitask, positive attitude, and willingness to learn

Good visual acuity, strong basic math skills, and attention to detail

Ability to use measurement equipment, work in metric or English units, read detailed instructions, interpret engineering prints, maintain written records, and keep an organized work environment using 5S principles","Associate degree or two-year technical degree

Experience in a technical manufacturing environment including measuring production parts, interpreting process output, and troubleshooting

Experience in optical fabrication is strongly preferred, including experience with microscopes and mechanical or optical metrology equipment

Experience operating grinding, cutting, or polishing machinery (manual or CNC)

Hazardous Materials:  Solvents, epoxy, polishing slurries, and coolant

Curious about all the exciting developments with the Northrop Grumman Space Sector? Click the link below:

https://www.northropgrumman.com/space

Primary Level Salary Range: $31,900.00 - $53,100.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10233312,Manufacturing Process Engineer (RF Systems),Material/Process,"Rolling Meadows, IL, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071775145,,,
R10233374,Assembler 1/2,Manufacturing and Production,"Ridgecrest, CA, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071776303,,,"Active DoD Security Clearance

Primary Level Salary Range: $36,500.00 - $60,800.00

Secondary Level Salary Range: $43,400.00 - $72,300.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10233294,U107 Janitor B2,NGC - Non - NGJF Union,"Baltimore, MD, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071774675,,US Citizenship required,
R10233476,Propulsion Engineer 1 / 2,Mechanical,"Corinne, UT, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071784980,,,"Previous fabrication, inspection experience, rocket motor design, or aerospace design experience NX modeling and drawing experienceUnderstanding of manufacturing and inspection processesPrevious experience at Northrop Grumman

Curious about all the exciting developments with the Northrop Grumman Space Sector? Click the link below:

https://www.northropgrumman.com/space

Working at Northrop Grumman is more than just a paycheck. We offer a comprehensive Total Rewards and benefits package designed to help you thrive at work and in life. For more information on our Total Rewards package, please visit our Total Rewards site.

Northrop Grumman Total Rewards 

Primary Level Salary Range: $65,800.00 - $98,800.00

Secondary Level Salary Range: $79,300.00 - $118,900.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10227750,Manufacturing Analyst,Manufacturing and Production,"Palmdale, CA, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340070936417,,"Bachelors with 1 years of experience OR Associates with 3 years of experience.

Ability to obtain and maintain a DoD Secret clearance and Special Program access within a reasonable period of time, as determined by the company to meet its business need

Ability to work any shift

Experience with Microsoft Office Suite (Word, PowerPoint, Excel)

Must be highly detail-oriented, organized, proactive, and a skilled communicator

Must be able to support 10% overtime as required for business needs.","Experience in a manufacturing environment

Experience in an engineering environment

Experience with MS Project

Primary Level Salary Range: $75,800.00 - $113,800.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10228046,Principal/Quality Engineer (Level 2 or 3),Mission/Quality Assurance,"Chandler, AZ, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340070964856,,,"Active U.S. Government DoD security clearance of Secret or above

A demonstrated ability to work with minimal oversight and in a multi-discipline team environment, providing insight and solutions to complicated issues both technical and procedural.

Discrepancy Reporting and MRB experience is highly desirable.

Extensive Root Cause and Problem-Solving experience.

Experience with quality tools and methodologies (e.g., Six Sigma, FMEA, SPC).

Experience with quality management systems (e.g., AS9100, ISO 9001).

System integration and range safety experience.

Experience working with TipQa, MES, and CostPoint software.

We work a 9/80 schedule (9 hours per day Mon-Thurs, 8 hours every other Friday with the alternate Friday off)

Curious about all the exciting developments with the Northrop Grumman Space Sector? Click the link below:

https://www.northropgrumman.com/space

Primary Level Salary Range: $72,100.00 - $108,100.00

Secondary Level Salary Range: $89,400.00 - $134,200.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10231211,Mechanical Technician Level 1 or Level 2,Tech Support Mult-Func,"Corinne, UT, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071547268,,,"Active U.S. Government Secret Security Clearance (or above)

Active U.S. Government BATFE Employee Possessor License

Energetic safety knowledge and experience

Experience in a government-contracted industrial or manufacturing environment

Experience on ICBMs

Experience with integration and test of missiles

Experience with executing engineering statement of work and schedule activities

Curious about all the exciting developments with the Northrop Grumman Space Sector? Click the link below:

https://www.northropgrumman.com/space

Working at Northrop Grumman is more than just a paycheck. We offer a comprehensive Total Rewards and benefits package designed to help you thrive at work and in life. For more information on our Total Rewards package, please visit our Total Rewards site.

Northrop Grumman Total Rewards 

Primary Level Salary Range: $40,700.00 - $67,900.00

Secondary Level Salary Range: $48,400.00 - $80,600.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10232678,Engineering Tech Support - Level 1,Tech Support Mult-Func,"Dulles, VA, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071749915,,"High School diploma or equivalent and 0 years additional education and/or related experience.   

Must have the ability to obtain and maintain a U.S. Government DoD Top-Secret security clearance

Proficiency in Microsoft Office Suite (Excel, Word, PowerPoint, Visio).

Knowledge of electrical measurements (AC/DC, resistance), voltage circuitry, and troubleshooting techniques.

Understanding of clean room operations and spacecraft handling protocols.

Ability to lift and position objects weighing up to 50 pounds.

Ability to perform repetitive motion tasks such as sanding or scrubbing over long periods of time.

Must be able to work flexible shifts, including 2nd and 3rd shift schedules, weekends, and overtime as needed.","Active or current DoD Top Secret clearance with SCI or SAP/SAR access.

NASA-STD-8739.4 or IPC/WHMA-A-620 with Space Addendum.

Flight harness integration, terminations and spacecraft processing experience.

Flight hardware integration and spacecraft processing experience.

Certifications in flight wire harnessing, flight soldering, and epoxy bonding.

Flight hardware installation and spacecraft processing experience.

Aerospace/Satellite Integration & harness Installations.

Curious about all the exciting developments with the Northrop Grumman Space Sector? Click the link below:

https://www.northropgrumman.com/space

Working at Northrop Grumman is more than just a paycheck. We offer a comprehensive Total Rewards and benefits package designed to help you thrive at work and in life. For more information on our Total Rewards package, please visit our Total Rewards site.

Northrop Grumman Total Rewards 

Primary Level Salary Range: $47,200.00 - $78,600.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
R10232274,Production Planner 2/3,Manufacturing and Production,"Iuka, MS, US",onsite,5/19/2026,https://jobs.northropgrumman.com/careers/job/1340071644250,"Plans sequence of fabrication, assembly, installation, and other manufacturing operations relating to specific portion of the product for guidance of production workers

Plans detail operations from blueprints, engineering orders, change notices, and other engineering releases.

Determines the need for tooling and makes recommendations for the design and planning of required tools.

Prepares shop work orders for materials and product processing and coordinates with schedulers to ensure that items are being processed according to specifications and time requirements.

Maintains progress reports, schedules, and other related records.

​","Production Planner Level 2:

High School diploma or equivalent and 2 years of experience

Experience in working with aerospace specifications and drawings.

Experience with Microsoft Office applications.

Ability to obtain and maintain Active U.S. Government Secrete Clearance.

Ability to obtain and maintain Special Program Access (PAR) Clearance.

Production Planner Level 3:

High School diploma or equivalent and 4 years additional education and/or experience in Manufacturing, Production, Planning, Aerospace or Aeronautics.

Experience in working with aerospace specifications and drawings.

Experience with Microsoft Office applications.

Ability to obtain and maintain Active U.S. Government Secrete Clearance.

Ability to obtain and maintain Special Program Access (PAR) Clearance.","Active U.S. Government Clearance

Active Special Program Access

Experience authoring manufacturing procedures.

Pursuing Bachelors STEM Degree

Experience working in an aerospace manufacturing environment.

Experience creating and maintaining MBOMs.

Experience in the areas of composite hand layup, bonding, cure, fastened assembly, subsystems installation, metallic hardware or machining experience.

Functional knowledge of production control systems (SAP/Visual Mfg/etc)

Preference will be given to individuals already accessed to Special Access Programs

Experience in the use of CAD software

Primary Level Salary Range: $45,800.00 - $76,400.00

Secondary Level Salary Range: $54,500.00 - $90,800.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Depending on the position, employees may be eligible for overtime, shift differential, and a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business."
